Run Number,Mean Q Time Registration,Mean Q Time Phone,Mean Q Time Doctor,Mean Q Time Booking,Mean Time Total
86,5.91327041216249,4.252984143079747,71.76825271235731,7.838974884045625,66.37661256281865
87,2.4207687060735754,1.090156498198782,47.116934531062306,2.8872945736989637,45.040242603610494
88,1.3056403205072897,1.3837016629295764,52.0945543110334,1.316762800413408,48.769750166370905
89,2.989521568566769,2.6555658106346356,97.22637464890556,2.8874249728833834,76.11190805304881
90,7.158099543164442,5.835950129274287,78.96060992046611,7.308583527861879,65.93890962184494
91,4.522413172097579,4.133101101672809,43.15287078838757,4.1052348528555385,45.417683242525996
92,5.596695000000742,6.436465248696928,37.138735890548176,5.394592277943903,42.581223147278926
93,7.841645279630462,7.45247881335184,54.78596984622727,7.660588750183574,53.2176983492079
94,1.496208840313169,1.3374163253387479,33.75855070929355,1.1684635871809332,36.6973319095829
95,3.0895014929292364,3.6326568884421655,75.95024126346658,2.13559170982499,63.5436915510932
96,7.285178273773233,6.821648518482413,36.10330954999682,8.040127845859281,44.79328180042773
97,4.439771911439356,4.5210668598956705,31.135030668742417,5.2068812411427015,38.56906183426167
98,3.8229389273663066,3.6376745388584673,89.55043330725479,3.396711766666081,72.84849295682632
99,4.916966019837344,5.534214055187891,69.25858726721974,4.686663083661137,63.77515988264696
